player_id,name,team,age,nationality,photo,primary_position,detailed_position,position_group,position_confidence,minutes,rating,possession_control,passing_control,chance_creation,attacking_pressure,directness,shooting_efficiency
1145,I. Konaté,Liverpool,26.0,France,https://media.api-sports.io/football/players/1145.png,CB,CB,CB,100.0,3100,7.07,72.1,64.2,47.1,42.0,38.4,61.1
1146,N. Mukiele,Sunderland,28.0,France,https://media.api-sports.io/football/players/1146.png,CB,CB,CB,50.0,2800,6.95,33.5,47.8,92.0,71.4,87.1,56.8
1150,T. Adams,Bournemouth,26.0,USA,https://media.api-sports.io/football/players/1150.png,CDM,CDM,DM,100.0,1778,6.85,48.8,40.7,28.2,41.3,18.1,81.7
1161,E. Smith Rowe,Fulham,25.0,England,https://media.api-sports.io/football/players/1161.png,CAM,CAM,AM,95.5,1944,6.65,68.7,57.1,19.3,38.6,24.6,37.1
1165,Matheus Cunha,Manchester United,26.0,Brazil,https://media.api-sports.io/football/players/1165.png,LW,LW,W,41.4,2503,7.13,70.7,59.8,51.8,91.0,70.8,93.3
1243,T. Souček,West Ham,30.0,Czechia,https://media.api-sports.io/football/players/1243.png,CM,CM,CM,66.7,2220,6.77,22.1,18.8,16.0,65.7,30.6,90.9
1361,F. Kadıoğlu,Brighton,26.0,Türkiye,https://media.api-sports.io/football/players/1361.png,LB,LB,FB,73.5,3135,6.83,57.9,45.3,30.8,65.9,45.2,72.8
1408,S. Bornauw,Leeds,26.0,Belgium,https://media.api-sports.io/football/players/1408.png,CB,CB,CB,100.0,442,6.7,20.7,6.0,25.5,27.1,36.5,16.6
1422,J. Doku,Manchester City,23.0,Belgium,https://media.api-sports.io/football/players/1422.png,LW,LW,W,42.1,1796,7.39,97.2,97.5,95.7,70.2,81.8,81.1
1438,B. Leno,Fulham,33.0,Germany,https://media.api-sports.io/football/players/1438.png,GK,GK,GK,100.0,3429,6.92,60.5,58.7,35.5,47.4,38.1,50.6
1445,K. Mavropanos,West Ham,28.0,Greece,https://media.api-sports.io/football/players/1445.png,CB,CB,CB,100.0,2540,7.06,43.0,23.3,28.4,76.6,41.9,76.9
1455,A. Iwobi,Fulham,29.0,Nigeria,https://media.api-sports.io/football/players/1455.png,CDM,CDM,DM,51.7,2443,7.07,54.6,68.8,79.9,82.5,85.8,89.3
1460,B. Saka,Arsenal,24.0,England,https://media.api-sports.io/football/players/1460.png,RW,RW,W,96.0,2225,7.24,73.4,78.5,88.3,89.2,89.9,83.5
1463,J. Willock,Newcastle,26.0,England,https://media.api-sports.io/football/players/1463.png,CM,CM,CM,70.0,1020,6.52,20.5,37.7,64.5,65.9,80.9,42.3
1464,G. Xhaka,Sunderland,33.0,Switzerland,https://media.api-sports.io/football/players/1464.png,CDM,CDM,DM,62.5,2916,7.32,61.7,71.4,67.4,29.3,40.1,25.8
1468,E. Nketiah,Crystal Palace,26.0,England,https://media.api-sports.io/football/players/1468.png,CAM,CAM,AM,100.0,416,6.58,17.1,22.4,44.6,89.2,84.1,96.1
1469,D. Welbeck,Brighton,35.0,England,https://media.api-sports.io/football/players/1469.png,ST,ST,FW,100.0,2268,6.68,63.6,69.3,52.0,51.5,42.1,75.7
1485,Bruno Fernandes,Manchester United,31.0,Portugal,https://media.api-sports.io/football/players/1485.png,CAM,CAM,AM,51.4,3066,7.63,75.1,96.8,82.6,60.3,54.7,50.5
1590,José Sá,Wolves,32.0,Portugal,https://media.api-sports.io/football/players/1590.png,GK,GK,GK,100.0,2070,6.85,37.6,48.1,52.7,47.4,48.6,50.6
1622,G. Donnarumma,Manchester City,26.0,Italy,https://media.api-sports.io/football/players/1622.png,GK,GK,GK,100.0,3060,7.03,44.2,27.7,63.5,57.7,66.9,50.6
1646,Lucas Paquetá,West Ham,28.0,Brazil,https://media.api-sports.io/football/players/1646.png,CAM,CAM,AM,50.0,1521,6.89,73.0,72.1,48.6,47.2,48.0,76.4
1696,S. Chukwueze,Fulham,26.0,Nigeria,https://media.api-sports.io/football/players/1696.png,LW,LW,W,90.0,1075,6.89,77.3,90.6,83.3,61.1,67.4,46.7
1746,J. Worrall,Burnley,29.0,England,https://media.api-sports.io/football/players/1746.png,CB,CB,CB,100.0,517,6.52,3.3,5.3,11.7,15.2,8.4,16.6
1864,Pedro Neto,Chelsea,25.0,Portugal,https://media.api-sports.io/football/players/1864.png,RW,RW,W,53.3,2643,6.97,70.1,76.9,77.5,37.5,53.6,57.1
1904,B. Kamara,Aston Villa,26.0,France,https://media.api-sports.io/football/players/1904.png,CDM,CDM,DM,82.4,1418,7.11,57.5,59.5,73.8,44.3,55.5,73.0
1934,S. Berge,Fulham,27.0,Norway,https://media.api-sports.io/football/players/1934.png,CDM,CDM,DM,94.1,2920,6.89,49.7,51.7,37.3,15.2,24.9,26.8
1946,L. Trossard,Arsenal,31.0,Belgium,https://media.api-sports.io/football/players/1946.png,LW,LW,W,100.0,2006,6.96,72.9,80.8,66.9,63.8,52.5,55.3
2032,J. Strand Larsen,Crystal Palace | Wolves,25.0,Norway,https://media.api-sports.io/football/players/2032.png,ST,ST,FW,100.0,2316,6.421,55.3,52.3,21.7,19.0,21.0,20.0
2165,V. Mykolenko,Everton,26.0,Ukraine,https://media.api-sports.io/football/players/2165.png,LB,LB,FB,100.0,2972,6.7,33.7,39.9,36.8,24.9,33.3,34.0
2218,I. Sarr,Crystal Palace,27.0,Senegal,https://media.api-sports.io/football/players/2218.png,CAM,CAM,AM,91.7,2176,6.83,18.6,11.1,20.5,65.1,31.3,84.1
2279,E. Ampadu,Leeds,25.0,Wales,https://media.api-sports.io/football/players/2279.png,CM,CM,CM,62.9,3128,7.15,70.6,52.2,31.6,25.4,20.6,32.8
2287,R. Barkley,Aston Villa,32.0,England,https://media.api-sports.io/football/players/2287.png,CAM,CAM,AM,71.4,865,6.82,80.7,62.1,44.2,70.7,48.4,82.4
2298,C. Hudson-Odoi,Nottingham Forest,25.0,England,https://media.api-sports.io/football/players/2298.png,LW,LW,W,81.0,1849,6.9,76.0,82.6,79.1,42.0,49.7,50.3
2413,Richarlison,Tottenham,28.0,Brazil,https://media.api-sports.io/football/players/2413.png,ST,ST,FW,90.0,1957,6.83,42.9,51.7,71.5,66.5,58.5,72.8
2467,Lisandro Martínez,Manchester United,27.0,Argentina,https://media.api-sports.io/football/players/2467.png,CB,CB,CB,100.0,1237,7.1,87.8,78.5,70.3,32.5,62.7,16.6
2490,J. Lerma,Crystal Palace,31.0,Colombia,https://media.api-sports.io/football/players/2490.png,CM,CM,CM,61.1,1731,6.72,42.7,52.2,35.4,41.7,33.2,49.9
2601,D. Kamada,Crystal Palace,29.0,Japan,https://media.api-sports.io/football/players/2601.png,CM,CM,CM,77.3,1908,6.86,42.0,37.1,41.8,30.7,49.1,20.7
2724,L. Digne,Aston Villa,32.0,France,https://media.api-sports.io/football/players/2724.png,LB,LB,FB,100.0,1866,6.78,31.7,55.8,71.3,42.0,42.4,61.0
2729,J. Andersen,Fulham,29.0,Denmark,https://media.api-sports.io/football/players/2729.png,CB,CB,CB,100.0,2884,7.04,81.8,72.5,53.3,46.8,46.5,38.7
2771,O. Aina,Nottingham Forest,29.0,Nigeria,https://media.api-sports.io/football/players/2771.png,RB,RB,FB,88.9,1590,6.9,49.6,32.4,40.4,50.0,60.8,23.5
2806,F. Schär,Newcastle,34.0,Switzerland,https://media.api-sports.io/football/players/2806.png,CB,CB,CB,100.0,1091,7.12,57.3,72.4,46.9,65.4,57.0,48.1
2817,N. Milenković,Nottingham Forest,28.0,Serbia,https://media.api-sports.io/football/players/2817.png,CB,CB,CB,100.0,3375,6.83,37.9,20.5,22.6,32.6,26.2,23.4
2823,S. Lukić,Fulham,29.0,Serbia,https://media.api-sports.io/football/players/2823.png,CDM,CDM,DM,90.0,1734,6.6,26.4,37.4,57.3,49.3,47.3,55.4
2864,A. Isak,Liverpool,26.0,Sweden,https://media.api-sports.io/football/players/2864.png,ST,ST,FW,100.0,714,6.51,10.5,15.3,24.3,36.9,35.7,34.1
2887,R. Jiménez,Fulham,34.0,Mexico,https://media.api-sports.io/football/players/2887.png,ST,ST,FW,100.0,2216,6.68,66.9,81.9,66.2,46.1,57.0,26.8
2919,M. Sels,Nottingham Forest,33.0,Belgium,https://media.api-sports.io/football/players/2919.png,GK,GK,GK,100.0,2667,6.83,23.1,31.6,51.0,47.4,47.8,50.6
2920,T. Castagne,Fulham,30.0,Belgium,https://media.api-sports.io/football/players/2920.png,RB,RB,FB,70.0,1881,6.75,48.7,49.1,36.1,45.8,34.5,64.5
2926,Y. Tielemans,Aston Villa,28.0,Belgium,https://media.api-sports.io/football/players/2926.png,CDM,CDM,DM,66.7,1874,7.21,64.4,74.8,82.6,56.7,62.9,43.7
2932,J. Pickford,Everton,31.0,England,https://media.api-sports.io/football/players/2932.png,GK,GK,GK,100.0,3432,7.02,66.9,77.1,60.2,47.4,50.2,50.6
2934,M. Keane,Everton,32.0,England,https://media.api-sports.io/football/players/2934.png,CB,CB,CB,100.0,2631,6.9,30.2,17.1,40.5,76.4,56.6,76.1
2935,H. Maguire,Manchester United,32.0,England,https://media.api-sports.io/football/players/2935.png,CB,CB,CB,100.0,1667,6.9,33.3,40.9,49.4,63.0,44.1,61.3
2936,J. Tarkowski,Everton,33.0,England,https://media.api-sports.io/football/players/2936.png,CB,CB,CB,100.0,3342,7.16,35.8,49.9,75.6,60.0,57.7,82.9
2937,D. Rice,Arsenal,26.0,England,https://media.api-sports.io/football/players/2937.png,CM,CM,CM,60.0,3099,7.46,77.9,90.5,73.8,58.9,56.0,67.2
2938,J. Ward-Prowse,West Ham | Burnley,31.0,England,https://media.api-sports.io/football/players/2938.png,CM,CM,CM,50.0,1109,6.837,49.3,75.6,60.5,12.7,32.1,54.3
2939,C. Wilson,West Ham,33.0,England,https://media.api-sports.io/football/players/2939.png,ST,ST,FW,90.9,1267,6.66,35.4,20.9,50.6,65.7,56.8,71.0
2990,I. Gueye,Everton,36.0,Senegal,https://media.api-sports.io/football/players/2990.png,CDM,CDM,DM,100.0,2101,6.79,26.1,37.9,41.8,55.5,53.2,55.5
3080,M. Munetsi,Wolves,29.0,Zimbabwe,https://media.api-sports.io/football/players/3080.png,CM,CM,CM,66.7,877,6.6,20.7,8.8,24.9,73.4,47.3,74.3
5996,E. Fernández,Chelsea,24.0,Argentina,https://media.api-sports.io/football/players/5996.png,CDM,CDM,DM,45.7,3134,7.18,58.9,85.0,77.5,86.7,88.0,92.7
6056,N. Domínguez,Nottingham Forest,27.0,Argentina,https://media.api-sports.io/football/players/6056.png,LW,LW,W,35.3,1193,6.83,77.1,68.1,22.7,15.4,7.7,38.0
6168,O. Alderete,Sunderland,29.0,Paraguay,https://media.api-sports.io/football/players/6168.png,CB,CB,CB,100.0,2802,6.83,48.4,39.9,65.6,79.9,73.9,76.9
6610,M. Senesi,Bournemouth,28.0,Argentina,https://media.api-sports.io/football/players/6610.png,CB,CB,CB,100.0,3290,7.24,73.5,87.8,88.5,45.6,62.0,46.8
6716,A. Mac Allister,Liverpool,27.0,Argentina,https://media.api-sports.io/football/players/6716.png,CDM,CDM,DM,83.9,2686,6.71,33.5,53.8,60.5,68.2,68.7,54.9
8598,T. Awoniyi,Nottingham Forest,28.0,Nigeria,https://media.api-sports.io/football/players/8598.png,ST,ST,FW,100.0,502,6.68,42.6,53.4,73.2,75.0,54.9,83.4
9366,Igor Jesus,Nottingham Forest,24.0,Brazil,https://media.api-sports.io/football/players/9366.png,ST,ST,FW,96.4,2320,6.6,48.1,58.5,46.0,29.1,41.0,44.0
10135,Bruno Guimarães,Newcastle,28.0,Brazil,https://media.api-sports.io/football/players/10135.png,CM,CM,CM,81.5,2455,7.47,71.3,85.0,81.5,88.2,87.1,94.3
10329,João Pedro,Chelsea,24.0,Brazil,https://media.api-sports.io/football/players/10329.png,ST,ST,FW,80.6,2687,7.07,89.7,85.1,83.8,56.7,65.1,60.6
13708,J. Arias,Wolves,28.0,Colombia,https://media.api-sports.io/football/players/13708.png,RW,RW,W,42.9,1121,6.63,54.5,51.5,13.6,15.6,12.6,16.1
13736,D. Muñoz,Crystal Palace,29.0,Colombia,https://media.api-sports.io/football/players/13736.png,RWB,RWB,FB,100.0,2403,6.91,18.3,38.9,61.4,74.1,56.5,90.4
15870,M. Hermansen,West Ham,25.0,Denmark,https://media.api-sports.io/football/players/15870.png,GK,GK,GK,100.0,1625,6.78,43.9,68.1,75.8,47.4,54.3,50.6
