player_id,name,primary_position,primary_starts,secondary_position,secondary_starts,total_starts,position_confidence,unknown_starts,position_history
156477,R. Cherki,CAM,12,CM,2,19,63.2,0,CAM:12 | CM:2 | LM:2 | RM:2 | RW:1
456206,M. Mane,CAM,12,CM,6,19,63.2,0,CAM:12 | CM:6 | ST:1
203224,F. Wirtz,CAM,17,LW,6,27,63.0,0,CAM:17 | LW:6 | ST:2 | RW:1 | CM:1
152982,C. Palmer,CAM,15,RW,7,24,62.5,0,CAM:15 | RW:7 | CM:1 | LW:1
328225,B. Gruda,CAM,5,RW,3,8,62.5,0,CAM:5 | RW:3
180560,H. Mejbri,CAM,9,CM,5,15,60.0,0,CAM:9 | CM:5 | RM:1
305730,J. Hinshelwood,CAM,11,CDM,5,20,55.0,0,CAM:11 | CDM:5 | CM:3 | RB:1
347316,L. Bergvall,CAM,6,CM,3,11,54.5,0,CAM:6 | CM:3 | LW:1 | RW:1
37882,M. Edwards,CAM,6,RW,4,11,54.5,0,CAM:6 | RW:4 | RM:1
20589,B. Mbeumo,CAM,16,ST,8,31,51.6,0,CAM:16 | ST:8 | RW:5 | LW:2
19170,M. Rogers,CAM,19,LW,14,37,51.4,0,CAM:19 | LW:14 | ST:3 | RW:1
1485,B. Fernandes,CAM,18,CM,17,35,51.4,0,CAM:18 | CM:17
90590,G. Rutter,CAM,10,ST,9,20,50.0,0,CAM:10 | ST:9 | RW:1
1646,Lucas Paqueta,CAM,9,CM,5,18,50.0,0,CAM:9 | CM:5 | ST:3 | LW:1
19586,E. Eze,CAM,11,CM,7,22,50.0,0,CAM:11 | CM:7 | LW:4
391822,F. Lopez,CAM,1,CM,1,2,50.0,0,CAM:1 | CM:1
158697,J. McAtee,CAM,1,LM,1,2,50.0,0,CAM:1 | LM:1
361485,A. Toth,CAM,1,CDM,1,2,50.0,0,CAM:1 | CDM:1
129711,B. Johnson,CAM,9,LW,4,19,47.4,0,CAM:9 | LW:4 | RW:4 | RWB:1 | RM:1
162016,X. Simons,CAM,9,LW,7,19,47.4,0,CAM:9 | LW:7 | ST:2 | LM:1
286458,J. Devenny,CAM,3,RWB,2,7,42.9,0,CAM:3 | RWB:2 | LW:1 | LWB:1
266657,Savinho,CAM,3,RM,2,7,42.9,0,CAM:3 | RM:2 | LM:2
1096,D. Szoboszlai,CAM,14,RB,8,36,38.9,0,CAM:14 | RB:8 | CDM:6 | RW:6 | CM:1 | ST:1
20638,E. Le Fee,CAM,12,LW,10,33,36.4,0,CAM:12 | LW:10 | LM:4 | CM:4 | CDM:2 | ST:1
47438,M. Jensen,CAM,9,CDM,8,26,34.6,0,CAM:9 | CDM:8 | CM:6 | RW:3
405360,H. Armstrong,CAM,2,LW,2,6,33.3,0,CAM:2 | LW:2 | CM:1 | RW:1
1145,I. Konate,CB,36,,0,36,100.0,0,CB:36
290,V. van Dijk,CB,38,,0,38,100.0,0,CB:38
22136,B. Diakite,CB,15,,0,15,100.0,0,CB:15
6610,M. Senesi,CB,37,,0,37,100.0,0,CB:37
19354,E. Konsa,CB,34,,0,34,100.0,0,CB:34
19179,T. Mings,CB,15,,0,15,100.0,0,CB:15
2806,F. Schar,CB,11,,0,11,100.0,0,CB:11
38695,J. P. van Hecke,CB,36,,0,36,100.0,0,CB:36
18963,L. Dunk,CB,31,,0,31,100.0,0,CB:31
2729,J. Andersen,CB,33,,0,33,100.0,0,CB:33
131,J. Cuenca,CB,11,,0,11,100.0,0,CB:11
2817,N. Milenkovic,CB,37,,0,37,100.0,0,CB:37
363695,Murillo,CB,25,,0,25,100.0,0,CB:25
19495,N. Collins,CB,32,,0,32,100.0,0,CB:32
36922,S. van den Berg,CB,30,,0,30,100.0,0,CB:30
55904,D. Ballard,CB,24,,0,24,100.0,0,CB:24
290545,J. Seelt,CB,1,,0,1,100.0,0,CB:1
138,J. Todibo,CB,22,,0,22,100.0,0,CB:22
18744,M. Kilman,CB,17,,0,17,100.0,0,CB:17
21694,N. Aguerd,CB,2,,0,2,100.0,0,CB:2
30776,C. Romero,CB,22,,0,22,100.0,0,CB:22
47903,H. Ekdal,CB,17,,0,17,100.0,0,CB:17
179400,M. Esteve,CB,34,,0,34,100.0,0,CB:34
135068,E. Agbadou,CB,12,,0,12,100.0,0,CB:12
41606,Toti,CB,17,,0,17,100.0,0,CB:17
626,J. Stones,CB,5,,0,5,100.0,0,CB:5
567,R. Dias,CB,24,,0,24,100.0,0,CB:24
126949,C. Richards,CB,31,,0,31,100.0,0,CB:31
20995,M. Lacroix,CB,35,,0,35,100.0,0,CB:35
67971,M. Guehi,CB,35,,0,35,100.0,0,CB:35
342970,L. Yoro,CB,18,,0,18,100.0,0,CB:18
532,M. de Ligt,CB,13,,0,13,100.0,0,CB:13
22090,W. Saliba,CB,30,,0,30,100.0,0,CB:30
22224,Gabriel,CB,30,,0,30,100.0,0,CB:30
19321,J. Rodon,CB,33,,0,33,100.0,0,CB:33
64003,P. Struijk,CB,33,,0,33,100.0,0,CB:33
2936,J. Tarkowski,CB,37,,0,37,100.0,0,CB:37
2934,M. Keane,CB,29,,0,29,100.0,0,CB:29
46815,P. Torres,CB,18,,0,18,100.0,0,CB:18
6168,O. Alderete,CB,32,,0,32,100.0,0,CB:32
19145,T. Adarabioyo,CB,8,,0,8,100.0,0,CB:8
38734,S. Botman,CB,21,,0,21,100.0,0,CB:21
1445,K. Mavropanos,CB,27,,0,27,100.0,0,CB:27
135334,S. Bueno,CB,28,,0,28,100.0,0,CB:28
412719,V. Milosavljevic,CB,4,,0,4,100.0,0,CB:4
19789,E. Pinnock,CB,4,,0,4,100.0,0,CB:4
163189,M. Thiaw,CB,33,,0,33,100.0,0,CB:33
2935,H. Maguire,CB,19,,0,19,100.0,0,CB:19
18814,I. Diop,CB,8,,0,8,100.0,0,CB:8
95,B. Badiashile,CB,6,,0,6,100.0,0,CB:6
25287,K. Danso,CB,17,,0,17,100.0,0,CB:17
833,J. Bijol,CB,21,,0,21,100.0,0,CB:21
412759,J. Canvot,CB,14,,0,14,100.0,0,CB:14
7600,Igor,CB,1,,0,1,100.0,0,CB:1
402329,A. Heaven,CB,11,,0,11,100.0,0,CB:11
1746,J. Worrall,CB,5,,0,5,100.0,0,CB:5
342063,D. Coppola,CB,2,,0,2,100.0,0,CB:2
2467,L. Martinez,CB,13,,0,13,100.0,0,CB:13
1408,S. Bornauw,CB,5,,0,5,100.0,0,CB:5
293168,M. Alleyne,CB,2,,0,2,100.0,0,CB:2
278898,C. Riad,CB,6,,0,6,100.0,0,CB:6
162498,R. Dragusin,CB,5,,0,5,100.0,0,CB:5
21998,A. Disasi,CB,14,,0,14,100.0,0,CB:14
276184,M. Sarr,CB,1,,0,1,100.0,0,CB:1
152953,L. Colwill,CB,2,,0,2,100.0,0,CB:2
152849,M. van de Ven,CB,34,LB,1,35,97.1,0,CB:34 | LB:1
19720,T. Chalobah,CB,30,RB,1,31,96.8,0,CB:30 | RB:1
152967,C. Bassey,CB,27,LB,1,28,96.4,0,CB:27 | LB:1
195717,Y. Mosquera,CB,23,RB,1,24,95.8,0,CB:23 | RB:1
22094,W. Fofana,CB,19,RB,1,20,95.0,0,CB:19 | RB:1
67943,Morato,CB,13,LB,1,14,92.9,0,CB:13 | LB:1
19182,A. Tuanzebe,CB,13,RB,1,14,92.9,0,CB:13 | RB:1
20093,J. Hill,CB,20,RB,2,22,90.9,0,CB:20 | RB:2
22160,O. Boscagli,CB,8,LB,1,9,88.9,0,CB:8 | LB:1
129033,J. Gvardiol,CB,14,LB,2,16,87.5,0,CB:14 | LB:2
360114,A. Khusanov,CB,13,RB,2,15,86.7,0,CB:13 | RB:2
362711,Cunha,CB,5,RB,1,6,83.3,0,CB:5 | RB:1
181797,B. Humphreys,CB,14,LWB,2,17,82.4,0,CB:14 | LWB:2 | RB:1
889,V. Lindelof,CB,9,CDM,2,11,81.8,0,CB:9 | CDM:2
66407,L. Krejci,CB,22,CM,4,27,81.5,0,CB:22 | CM:4 | CDM:1
19911,L. O'Nien,CB,4,RB,1,5,80.0,0,CB:4 | RB:1
333682,C. Mosquera,CB,7,RB,2,9,77.8,0,CB:7 | RB:2
1119,K. Ajer,CB,15,LB,5,20,75.0,0,CB:15 | LB:5
17661,J. Branthwaite,CB,5,LB,2,7,71.4,0,CB:5 | LB:2
366735,J. Acheampong,CB,5,RB,3,8,62.5,0,CB:5 | RB:3
341642,J. Hato,CB,7,LB,5,12,58.3,0,CB:7 | LB:5
18961,D. Burn,CB,14,LB,11,25,56.0,0,CB:14 | LB:11
20303,J. Laurent,CB,10,CM,3,18,55.6,0,CB:10 | CM:3 | RWB:2 | CDM:2 | RB:1
18742,M. Doherty,CB,6,RB,3,11,54.5,0,CB:6 | RB:3 | RWB:2
1146,N. Mukiele,CB,16,RB,15,32,50.0,0,CB:16 | RB:15 | RWB:1
18861,N. Ake,CB,3,LB,3,6,50.0,0,CB:3 | LB:3
19760,J. Justin,CB,8,LWB,6,21,38.1,0,CB:8 | LWB:6 | RWB:4 | LB:1 | RM:1 | RB:1
1150,T. Adams,CDM,21,,0,21,100.0,0,CDM:21
2990,I. Gueye,CDM,25,,0,25,100.0,0,CDM:25
1125,R. Christie,CDM,9,,0,9,100.0,0,CDM:9
284322,K. Mainoo,CDM,16,,0,16,100.0,0,CDM:16
19480,H. Reed,CDM,1,,0,1,100.0,0,CDM:1
30407,C. Norgaard,CDM,1,,0,1,100.0,0,CDM:1
292,J. Henderson,CDM,21,CM,1,22,95.5,0,CDM:21 | CM:1
162714,A. Onana,CDM,20,CM,1,21,95.2,0,CDM:20 | CM:1
1934,S. Berge,CDM,32,CM,2,34,94.1,0,CDM:32 | CM:2
284500,T. Iroegbunam,CDM,16,CM,1,17,94.1,0,CDM:16 | CM:1
542,R. Gravenberch,CDM,32,CM,2,34,94.1,0,CDM:32 | CM:2
22149,I. Sangare,CDM,23,CM,2,25,92.0,0,CDM:23 | CM:2
47522,Douglas Luiz,CDM,11,CM,1,12,91.7,0,CDM:11 | CM:1
304853,A. Scott,CDM,31,CM,2,34,91.2,0,CDM:31 | CM:2 | CAM:1
2823,S. Lukic,CDM,18,CM,2,20,90.0,0,CDM:18 | CM:2
18872,L. Cook,CDM,7,RB,1,8,87.5,0,CDM:7 | RB:1
356041,C. Baleba,CDM,20,CM,3,23,87.0,0,CDM:20 | CM:3
