api_football_player_id,player_name,player_full_name,current_team,league,transfermarkt_player_id,transfermarkt_name,transfermarkt_club,market_value_eur,market_value_m_eur,valuation_date,transfermarkt_url,match_confidence,match_score,match_margin,match_method,source
179955,Javi Rueda,Javier Rueda García,Celta Vigo,La Liga,652331,Javi Rueda,Celta de Vigo,6000000,6.0,2026-06-05,https://www.transfermarkt.co.uk/javi-rueda/profil/spieler/652331,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
182638,Manu Fernández,Manuel Fernández Arroyo,Celta Vigo,La Liga,638124,Manu Fernández,Celta de Vigo,1500000,1.5,2026-06-05,https://www.transfermarkt.co.uk/manu-fernandez/profil/spieler/638124,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
2278,Marcos Alonso,Marcos Alonso Mendoza,Celta Vigo,La Liga,112515,Marcos Alonso,Celta de Vigo,1200000,1.2,2026-06-05,https://www.transfermarkt.co.uk/marcos-alonso/profil/spieler/112515,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
333502,Miguel Román,Miguel Román González,Celta Vigo,La Liga,892932,Miguel Román,Celta de Vigo,15000000,15.0,2026-06-05,https://www.transfermarkt.co.uk/miguel-roman/profil/spieler/892932,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
320517,Pablo Durán,Pablo Durán Fernández,Celta Vigo,La Liga,905997,Pablo Durán,Celta de Vigo,4000000,4.0,2026-06-05,https://www.transfermarkt.co.uk/pablo-duran/profil/spieler/905997,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
157988,Sergio Carreira,Sergio Carreira Vilariño,Celta Vigo,La Liga,545647,Sergio Carreira,Celta de Vigo,12000000,12.0,2026-06-05,https://www.transfermarkt.co.uk/sergio-carreira/profil/spieler/545647,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
269163,W. Swedberg,Williot Theo Swedberg,Celta Vigo,La Liga,764859,Williot Swedberg,Celta de Vigo,20000000,20.0,2026-06-05,https://www.transfermarkt.co.uk/williot-swedberg/profil/spieler/764859,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
329722,Yoel Lago,Yoel Lago Amil,Celta Vigo,La Liga,939374,Yoel Lago,Celta de Vigo,4000000,4.0,2026-06-05,https://www.transfermarkt.co.uk/yoel-lago/profil/spieler/939374,high,0.9883,0.3826,name_club_age,transfermarkt_dataset
162712,Óscar Mingueza,Óscar Mingueza García,Celta Vigo,La Liga,331505,Óscar Mingueza,Celta de Vigo,18000000,18.0,2026-06-05,https://www.transfermarkt.co.uk/oscar-mingueza/profil/spieler/331505,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
47329,Adrià Pedrosa,Adrià Giner Pedrosa,Elche,La Liga,501418,Adrià Pedrosa,Elche CF,2800000,2.8,2026-06-05,https://www.transfermarkt.co.uk/adria-pedrosa/profil/spieler/501418,high,1.0,1.0,provider_id_crosswalk,transfermarkt_dataset
