player_id,name,primary_position,primary_starts,secondary_position,secondary_starts,total_starts,position_confidence,unknown_starts,position_history,position_source,broad_position
15900,A. Mumin,CB,0,,0,0,66.8,0,,statistical_fallback,Defender
47480,M. Salisu,CB,0,,0,0,66.8,0,,statistical_fallback,Defender
386869,Dani MartÃ­nez,CB,0,,0,0,66.7,0,,statistical_fallback,Defender
175,E. Dier,CB,0,,0,0,66.4,0,,statistical_fallback,Defender
90641,T. Hübers,CB,0,,0,0,66.3,0,,statistical_fallback,Defender
47302,Diego Llorente,CB,0,,0,0,66.0,0,,statistical_fallback,Defender
774,Juan Jesus,CB,0,,0,0,65.9,0,,statistical_fallback,Defender
861,D. Rugani,CB,0,,0,0,65.8,0,,statistical_fallback,Defender
90599,M. Bernauer,CB,0,,0,0,65.8,0,,statistical_fallback,Defender
21090,Diego Carlos,CB,0,,0,0,65.6,0,,statistical_fallback,Defender
20206,G. Osho,CB,0,,0,0,65.6,0,,statistical_fallback,Defender
231032,M. Jenz,CB,0,,0,0,65.5,0,,statistical_fallback,Defender
46792,Pablo Marí,CB,0,,0,0,65.5,0,,statistical_fallback,Defender
142691,Alexsandro Ribeiro,CB,0,,0,0,65.4,0,,statistical_fallback,Defender
30421,B. Djimsiti,CB,0,,0,0,65.3,0,,statistical_fallback,Defender
422156,M. Palma,CB,0,,0,0,65.3,0,,statistical_fallback,Defender
6638,F. Garcés,CB,0,,0,0,65.2,0,,statistical_fallback,Defender
318056,A. Murphy,CB,0,,0,0,65.1,0,,statistical_fallback,Defender
51295,D. Cornelius,CB,0,,0,0,65.1,0,,statistical_fallback,Defender
416062,E. Helland,CB,0,,0,0,65.1,0,,statistical_fallback,Defender
1148,W. Orbán,CB,0,,0,0,65.1,0,,statistical_fallback,Defender
13,D. Zagadou,CB,0,,0,0,65.0,0,,statistical_fallback,Defender
174918,L. Badé,CB,0,,0,0,64.9,0,,statistical_fallback,Defender
101814,R. Araújo,CB,0,,0,0,64.9,0,,statistical_fallback,Defender
