api_football_player_id,name,team,league,age,transfermarkt_player_id,contract_expiration_date,verified_primary_position,verified_secondary_position,verified_position_group,verified_position_source,verified_position_confidence,verified_position_history,transfermarkt_position,current_appearances,current_goals,current_assists,current_minutes,current_weighted_goals,current_weighted_assists,current_weighted_minutes,current_starts,recent_weighted_output,recent_weighted_minutes,recent_starts,current_weighted_output,current_output_per90,current_output_percentile,current_rate_percentile,current_minutes_percentile,recent_output_percentile,recent_minutes_percentile,production_score,proven_score,availability_score
181582,Copete,Valencia,La Liga,26.0,520840.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,24.0,0.0,0.0,1910.0,0.0,0.0,1965.5400000000002,20.0,0.5304,3513.148,36.85,0.0,0.0,14.6,4.6,46.9,17.9,52.9,42.1,47.6,67.9
396637,P. Comuzzo,Fiorentina,Serie A,20.0,746712.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,30.0,1.0,0.0,1935.0,1.02,0.0,1921.77,29.0,1.581,3230.3985000000002,47.150000000000006,1.02,0.0477684634477591,49.2,45.5,44.8,42.4,46.4,45.4,45.8,79.7
314,Raúl Albiol,Pisa,Serie A,40.0,15452.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,9.0,0.0,1.0,570.0,0.0,1.02,573.24,6.0,0.9323999999999999,1953.3230000000003,21.8,0.714,0.11209964412811388,35.6,65.5,6.7,26.0,22.9,11.0,23.3,21.0
287916,R. van den Berg,1. FC Köln,Bundesliga,21.0,640556.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,14.0,0.0,1.0,1132.0,0.0,1.0,1132.0,12.0,0.7,1132.0,12.0,0.7,0.05565371024734982,33.5,52.6,21.2,21.7,10.0,23.0,11.8,40.3
18814,I. Diop,Fulham,Premier League,28.0,272622.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,18.0,1.0,0.0,1264.0,1.08,0.0,1243.6200000000001,13.0,1.08,2598.21,27.2,1.08,0.07815892314372558,54.8,65.2,24.3,31.7,35.0,28.9,34.5,45.5
362711,Jair,Nottingham Forest,Premier League,20.0,984096.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,19.0,1.0,0.0,1312.0,0.75,0.0,1269.23,15.0,0.75,1269.23,15.0,0.75,0.05318185041324268,38.2,51.7,25.0,23.1,11.7,27.0,13.4,48.9
179400,M. Estève,Burnley,Premier League,23.0,842341.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,36.0,0.0,0.0,3118.0,0.0,0.0,3335.04,36.0,0.49979999999999997,4053.54,44.1,0.0,0.0,14.6,4.6,86.0,17.4,63.1,75.3,56.2,98.5
6638,F. Garcés,Alaves,La Liga,26.0,533354.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,10.0,0.0,0.0,792.0,0.0,0.0,823.6800000000001,8.0,0.0,1209.7800000000002,11.850000000000001,0.0,0.0,14.6,23.8,14.5,6.1,11.0,14.5,10.2,27.9
453906,H. Ahanor,Atalanta,Serie A,17.0,1077175.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,35.0,1.0,0.0,1902.0,0.9,0.0,1986.8999999999999,19.0,1.2927,2138.37,20.65,0.9,0.04076702400724747,42.3,40.0,47.4,37.1,26.4,46.6,28.0,70.9
489905,S. Koumbassa,Toulouse,Ligue 1,18.0,1075583.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,9.0,1.0,0.0,441.0,0.98,0.0,432.18,4.0,0.98,432.18,4.0,0.98,0.20408163265306123,44.8,74.5,4.0,27.0,2.9,10.2,6.5,16.4
19911,L. O&apos;Nien,Sunderland,Premier League,31.0,282939.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,15.0,0.0,1.0,864.0,0.0,1.08,879.12,8.0,0.756,879.12,8.0,0.756,0.0773955773955774,39.3,61.2,16.2,23.7,7.1,19.7,9.6,31.2
333672,César Tárrega,Valencia,La Liga,23.0,707274.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,35.0,0.0,0.0,2762.0,0.0,0.0,2849.2400000000002,31.0,1.5444,4684.883,50.55,0.0,0.0,14.6,4.6,73.1,42.1,73.8,64.3,69.1,98.1
47314,Zubeldia,Real Sociedad,La Liga,28.0,355628.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,29.0,1.0,1.0,2383.0,0.9,1.04,2436.1800000000003,26.0,2.0648,5535.599000000001,60.6,1.6280000000000001,0.060143339162130875,61.0,56.7,60.2,51.4,84.3,60.3,79.4,85.4
199044,J. Aramburu,Real Sociedad,La Liga,23.0,661145.0,2030-06-30 00:00:00,RB,,FB,transfermarkt_profile_and_lineups,95.0,,Right-Back,42.0,1.0,0.0,3291.0,1.04,0.0,3350.96,37.0,2.0124,5456.504000000001,59.150000000000006,1.04,0.02793229402917373,29.9,8.0,89.1,26.3,88.5,80.2,79.1,100.0
30924,M. Kumbulla,Mallorca,La Liga,25.0,371371.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,10.0,0.0,0.0,594.0,0.0,0.0,595.9200000000001,7.0,1.7160000000000002,2452.2900000000004,27.15,0.0,0.0,14.6,34.0,6.9,45.5,31.7,8.1,33.7,22.8
41964,Zé Pedro,Cagliari,Serie A,28.0,406151.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,29.0,0.0,1.0,2093.0,0.0,1.02,2044.44,24.0,1.182,3145.495,38.3,0.714,0.03143159006867406,35.6,28.3,48.6,34.5,44.5,46.6,43.0,77.5
498791,R. Le Guen,Stade Brestois 29,Ligue 1,19.0,1166473.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,6.0,0.0,0.0,373.0,0.0,0.0,365.54,4.0,0.0,365.54,4.0,0.0,0.0,14.6,41.4,2.6,6.1,2.4,4.4,2.9,13.8
437776,A. Faye,Lorient,Ligue 1,21.0,6107.0,,CB,,CB,transfermarkt_profile,85.0,,Centre-Back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,49.2,1.1,6.1,1.1,3.1,1.8,0.0
46941,Unai Elgezabal,Levante,La Liga,32.0,255495.0,2027-06-30 00:00:00,CB,CDM,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,13.0,2.0,1.0,1023.0,1.94,0.9,1054.8200000000002,12.0,2.57,1054.8200000000002,12.0,2.57,0.2192791187121973,77.9,91.9,19.3,60.0,8.6,28.1,16.3,37.7
31604,A. Caracciolo,Pisa,Serie A,35.0,149525.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,36.0,2.0,0.0,3165.0,2.04,0.0,3217.5,35.0,2.04,3217.5,35.0,2.04,0.057062937062937066,70.4,54.0,82.9,51.0,46.0,81.0,46.7,98.5
31099,N. Casale,Bologna,Serie A,27.0,389837.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,18.0,0.0,0.0,1091.0,0.0,0.0,1146.1000000000001,12.0,0.3927,2508.07,25.400000000000002,0.0,0.0,14.6,16.2,21.4,16.3,32.1,20.4,29.8,41.0
39279,A. Hanche-Olsen,FSV Mainz 05,Bundesliga,28.0,370683.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,16.0,0.0,0.0,1011.0,0.0,0.0,988.15,13.0,1.235,2049.2,23.75,0.0,0.0,14.6,19.0,18.3,35.6,24.5,17.8,26.2,39.6
47250,D. Dakonam,Getafe,La Liga,34.0,221150.0,2027-06-30 00:00:00,CB,CDM,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,34.0,0.0,0.0,2585.0,0.0,0.0,2688.4,32.0,0.0,5048.713000000001,59.45,0.0,0.0,14.6,4.6,70.0,6.1,78.6,61.7,67.7,95.4
46967,Juan Cruz,Osasuna,La Liga,33.0,169497.0,,LB,CB,FB,transfermarkt_profile_and_lineups,95.0,,Left-Back,19.0,0.0,0.0,994.0,0.0,0.0,985.0400000000001,11.0,0.21839999999999998,2548.01,29.15,0.0,0.0,7.8,13.0,15.1,5.9,30.5,14.0,26.8,38.4
47271,Yeray,Athletic Club,La Liga,30.0,255488.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,7.0,0.0,0.0,514.0,0.0,0.0,534.5600000000001,6.0,1.1770000000000003,2288.447,25.05,0.0,0.0,14.6,36.0,6.2,34.3,29.0,7.5,29.8,19.1
72048,C. Özkacar,1. FC Köln,Bundesliga,25.0,615350.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,27.0,0.0,0.0,1886.0,0.0,0.0,1876.7,21.0,0.189,2908.022,31.95,0.0,0.0,14.6,4.6,43.1,12.1,41.7,38.8,37.2,69.5
162568,S. Coulibaly,Stade Brestois 29,Ligue 1,22.0,659513.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,16.0,0.0,0.0,1339.0,0.0,0.0,1312.22,15.0,0.3773,2526.339,28.8,0.0,0.0,14.6,14.3,26.0,15.7,33.6,24.3,30.9,48.3
395589,N. Äelik,Lens,Ligue 1,19.0,819566.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,8.0,0.0,0.0,618.0,0.0,0.0,605.64,8.0,0.0,766.515,10.2,0.0,0.0,14.6,33.1,7.9,6.1,5.7,8.9,5.8,23.6
18744,M. Kilman,West Ham,Premier League,28.0,525247.0,2031-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,25.0,0.0,0.0,1938.0,0.0,0.0,2021.64,20.0,1.6686,5313.426,54.650000000000006,0.0,0.0,14.6,4.6,47.9,44.5,81.9,42.9,76.3,68.9
30396,C. Biraghi,Torino,Serie A,33.0,124555.0,2027-06-30 00:00:00,LB,LM,FB,transfermarkt_profile_and_lineups,95.0,,Left-Back,15.0,0.0,0.0,601.0,0.0,0.0,602.22,6.0,2.433,2383.848,31.0,0.0,0.0,7.8,22.8,6.5,33.1,26.3,6.7,27.4,23.9
203483,A. N&apos;Diaye,Parma,Serie A,23.0,673514.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,12.0,0.0,0.0,870.0,0.0,0.0,876.6,10.0,0.539,1915.473,21.55,0.0,0.0,14.6,22.4,16.0,18.2,22.4,15.8,21.8,32.2
48142,K. Mets,FC St. Pauli,Bundesliga,32.0,139304.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,26.0,1.0,0.0,2204.0,1.0,0.0,2177.0,25.0,1.0,2775.95,31.6,1.0,0.04134129536058796,47.3,41.9,53.3,28.2,39.8,52.4,38.0,79.6
323449,A. Al Dakhil,VfB Stuttgart,Bundesliga,23.0,620598.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,8.0,0.0,0.0,376.0,0.0,0.0,376.0,3.0,0.324,1069.76,11.0,0.0,0.0,14.6,40.2,3.1,14.8,9.0,4.8,9.9,13.7
404656,Jahmai Simpson-Pusey,1. FC Köln,Bundesliga,20.0,942497.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,12.0,0.0,0.0,928.0,0.0,0.0,913.92,11.0,0.0,1088.82,12.65,0.0,0.0,14.6,20.7,17.1,6.1,9.3,16.8,8.8,34.4
438281,M. Nagida,Rennes,Ligue 1,20.0,1176345.0,2029-06-30 00:00:00,LB,RB,FB,transfermarkt_profile_and_lineups,95.0,,Left-Back,19.0,0.0,0.0,798.0,0.0,0.0,782.04,7.0,1.078,1081.016,9.8,0.0,0.0,7.8,17.5,10.9,15.7,6.5,10.5,7.9,30.4
214310,N. Adjei,Lorient,Ligue 1,23.0,646829.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,15.0,0.0,0.0,833.0,0.0,0.0,816.34,9.0,0.0,1216.6570000000002,13.5,0.0,0.0,14.6,24.0,14.0,6.1,11.4,14.1,10.6,31.6
18961,D. Burn,Newcastle,Premier League,33.0,134270.0,2027-06-30 00:00:00,CB,LB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,44.0,2.0,6.0,3461.0,2.2800000000000002,6.54,3773.2200000000003,39.0,9.5994,6940.743,72.45,6.858,0.16357911810072032,97.4,94.0,93.3,96.7,96.2,93.9,96.3,100.0
366735,Joshua Kofi Acheampong,Chelsea,Premier League,19.0,1004708.0,2029-06-30 00:00:00,RB,CB,FB,transfermarkt_profile_and_lineups,95.0,,Right-Back,31.0,2.0,0.0,1385.0,1.98,0.0,1375.74,15.0,1.98,1477.746,19.95,1.98,0.12953028915347375,44.4,61.5,29.3,24.9,11.8,31.6,13.8,54.8
335697,David López,Mallorca,La Liga,22.0,947431.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,17.0,0.0,0.0,1074.0,0.0,0.0,1083.22,12.0,0.0,1270.19,14.25,0.0,0.0,14.6,17.1,20.5,6.1,11.9,19.6,11.0,40.3
322627,F. Chiarodia,Borussia Mönchengladbach,Bundesliga,20.0,724104.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,16.0,0.0,1.0,719.0,0.0,1.0,714.5,8.0,1.25,1036.77,10.8,0.7,0.0881735479356193,33.5,62.9,11.0,36.3,8.3,14.3,12.5,28.6
90731,L. Ritzka,FC St. Pauli,Bundesliga,27.0,333903.0,,LB,LM,FB,transfermarkt_profile_and_lineups,95.0,,Left-Back,24.0,0.0,0.0,1009.0,0.0,0.0,1005.1,12.0,1.045,1536.29,18.05,0.0,0.0,7.8,12.7,15.7,15.1,13.9,14.5,14.1,41.6
189866,John Nwankwo,Elche,La Liga,25.0,627290.0,2028-06-30 00:00:00,CB,RB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,23.0,1.0,0.0,862.0,1.04,0.0,867.08,8.0,1.04,867.08,8.0,1.04,0.10794851686118928,52.3,69.5,15.2,30.6,6.9,20.8,10.5,34.2
91503,S. Canestrelli,Pisa,Serie A,25.0,358003.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,39.0,1.0,0.0,3381.0,1.02,0.0,3427.02,37.0,1.02,3427.02,37.0,1.02,0.02678712117233048,49.2,22.9,87.6,29.3,50.7,81.9,47.5,99.6
318053,S. Goglichidze,Udinese,Serie A,21.0,906160.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,9.0,0.0,0.0,436.0,0.0,0.0,443.03999999999996,4.0,0.3927,1930.317,19.950000000000003,0.0,0.0,14.6,38.1,4.3,16.3,22.6,5.8,21.7,16.3
231032,M. Jenz,VfL Wolfsburg,Bundesliga,26.0,460245.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,23.0,2.0,0.0,1869.0,1.9,0.0,1861.0,20.0,2.11,3319.725,37.05,1.9,0.09188608275120902,68.3,76.2,42.4,52.1,47.9,46.3,48.5,66.7
162498,R. Drăgușin,Tottenham,Premier League,23.0,568559.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,11.0,0.0,0.0,582.0,0.0,0.0,636.48,6.0,0.8261999999999999,2435.035,25.05,0.0,0.0,14.6,31.2,9.5,25.0,30.7,10.3,29.9,22.0
278898,C. Riad,Crystal Palace,Premier League,22.0,689637.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,9.0,0.0,1.0,554.0,0.0,1.08,598.32,7.0,0.756,1414.248,16.799999999999997,0.756,0.11371841155234656,39.3,66.0,7.6,23.7,14.5,12.4,15.9,21.7
46792,Pablo Marí,Fiorentina,Serie A,32.0,210178.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,12.0,0.0,0.0,899.0,0.0,0.0,892.68,18.0,0.0,3324.927,44.9,0.0,0.0,14.6,21.4,16.7,6.1,48.1,16.4,41.8,40.8
30397,F. Ceccherini,Cremonese,Serie A,33.0,163639.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,9.0,0.0,1.0,481.0,0.0,1.02,490.62,6.0,0.948,971.7239999999999,13.5,0.714,0.13097713097713096,35.6,66.7,5.2,26.2,7.6,9.8,10.4,19.2
15874,A. Jung,SC Freiburg,Bundesliga,34.0,58995.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,15.0,0.0,0.0,630.0,0.0,0.0,640.9,5.0,0.795,2624.28,26.4,0.0,0.0,14.6,30.7,9.8,24.8,36.2,10.5,34.5,23.5
19518,M. Colin,Metz,Ligue 1,34.0,156618.0,2027-06-30 00:00:00,RB,LB,FB,transfermarkt_profile_and_lineups,95.0,,Right-Back,22.0,0.0,0.0,1692.0,0.0,0.0,1658.16,18.0,0.20579999999999998,2197.944,24.6,0.0,0.0,7.8,3.8,36.7,5.3,22.5,32.4,19.9,60.7
22260,I. Sissoko,Nantes,Ligue 1,28.0,372712.0,2028-06-30 00:00:00,CDM,CB,DM,transfermarkt_profile_and_lineups,95.0,,Defensive Midfield,15.0,0.0,0.0,903.0,0.0,0.0,877.02,11.0,1.6908000000000003,2847.224,33.45,0.0,0.0,10.3,19.0,14.4,30.5,39.1,12.6,36.1,35.0
41606,Toti Gomes,Wolves,Premier League,26.0,606718.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,22.0,0.0,0.0,1601.0,0.0,0.0,1682.91,19.0,1.4202,4367.394,47.4,0.0,0.0,14.6,10.2,36.2,39.5,67.6,33.0,63.4,59.9
30469,A. Calabresi,Pisa,Serie A,29.0,240897.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,27.0,0.0,1.0,1608.0,0.0,1.02,1629.48,17.0,0.714,1629.48,17.0,0.714,0.0394358936593269,35.6,39.5,34.8,22.5,17.4,34.9,18.1,59.9
18742,M. Doherty,Wolves,Premier League,33.0,171679.0,,RB,CB,FB,transfermarkt_profile_and_lineups,95.0,,Right-Back,15.0,0.0,0.0,1009.0,0.0,0.0,1031.6100000000001,14.0,2.1168000000000005,2849.097,32.2,0.0,0.0,7.8,11.8,16.9,27.5,38.5,15.5,36.8,40.2
2916,N. Stark,Werder Bremen,Bundesliga,30.0,162434.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,15.0,0.0,0.0,791.0,0.0,0.0,782.0,10.0,1.174,2412.7450000000003,29.300000000000004,0.0,0.0,14.6,25.0,13.3,34.0,30.2,13.5,30.8,31.7
177815,T. Siersleben,1. FC Heidenheim,Bundesliga,25.0,337092.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,17.0,0.0,0.0,1192.0,0.0,0.0,1181.0,14.0,0.0,2266.9700000000003,30.8,0.0,0.0,14.6,15.7,22.4,6.1,28.8,21.2,25.4,44.7
138,J. Todibo,West Ham,Premier League,26.0,605184.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,25.0,0.0,1.0,2025.0,0.0,1.08,2137.02,24.0,1.1676,4016.223,44.3,0.756,0.03183872869697055,39.3,29.0,51.2,33.3,62.9,49.4,58.4,74.6
341642,J. Hato,Chelsea,Premier League,19.0,904802.0,2032-06-30 00:00:00,LB,CB,FB,transfermarkt_profile_and_lineups,95.0,,Left-Back,35.0,2.0,1.0,2158.0,1.8,0.75,2198.19,24.0,6.189900000000001,5087.821,64.2,2.325,0.09519195337982612,51.5,50.6,58.6,69.5,84.0,57.5,81.8,81.1
41371,Fali Candé,Sassuolo,Serie A,27.0,520530.0,2029-06-30 00:00:00,CB,LB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,13.0,0.0,0.0,597.0,0.0,0.0,598.14,6.0,1.3653,1999.194,21.35,0.0,0.0,14.6,33.3,7.4,38.3,24.0,8.5,26.2,23.0
324019,Daniel Elfadli,Hamburger SV,Bundesliga,28.0,529895.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,23.0,0.0,0.0,1463.0,0.0,0.0,1442.0,17.0,0.0,1442.0,17.0,0.0,0.0,14.6,12.9,30.0,6.1,14.8,27.7,13.5,55.4
337593,K. Takai,Borussia Mönchengladbach,Bundesliga,21.0,671108.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,8.0,0.0,0.0,339.0,0.0,0.0,339.0,3.0,0.0,339.0,3.0,0.0,0.0,14.6,42.4,2.4,6.1,2.1,4.2,2.7,12.9
19182,A. Tuanzebe,Burnley,Premier League,28.0,342046.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,16.0,1.0,0.0,1337.0,1.08,0.0,1399.41,15.0,1.4958,2442.0780000000004,26.55,1.08,0.06945784294809955,54.8,61.9,28.1,41.4,31.0,32.1,32.5,48.2
20869,S. Chergui,Paris FC,Ligue 1,26.0,668167.0,,CB,RB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,15.0,1.0,0.0,1155.0,0.98,0.0,1131.9,13.0,0.98,1131.9,13.0,0.98,0.0779220779220779,44.8,63.8,21.0,27.0,9.8,24.5,12.4,42.2
1746,J. Worrall,Burnley,Premier League,29.0,415970.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,13.0,0.0,0.0,677.0,0.0,0.0,671.76,7.0,0.23399999999999999,958.5,10.6,0.0,0.0,14.6,29.8,10.2,13.3,7.4,10.9,8.3,25.7
108519,Mateu Morey,Mallorca,La Liga,25.0,388513.0,2027-06-30 00:00:00,RB,RM,FB,transfermarkt_profile_and_lineups,95.0,,Right-Back,21.0,1.0,0.0,950.0,1.04,0.0,953.0,12.0,1.04,1453.83,17.55,1.04,0.0982161594963274,29.9,51.5,14.8,14.8,11.2,17.1,11.8,39.2
202919,M. Rosenfelder,SC Freiburg,Bundesliga,22.0,,,CB,,CB,statistical_fallback,55.7,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,49.2,1.1,6.1,1.1,3.1,1.8,0.0
316517,A. Matturro,Levante,La Liga,21.0,861981.0,2028-06-30 00:00:00,CB,LB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,21.0,1.0,1.0,1096.0,1.04,1.04,1118.14,12.0,1.768,1718.509,17.85,1.768,0.14230776110326077,65.4,81.7,20.7,47.3,18.8,27.4,23.1,42.2
626,J. Stones,Manchester City,Premier League,31.0,186590.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,18.0,0.0,0.0,1144.0,0.0,0.0,1193.97,13.0,3.537,2359.4010000000003,25.65,0.0,0.0,14.6,15.2,23.1,73.3,29.8,21.8,36.3,43.1
314006,J. Vertrouwd,Rayo Vallecano,La Liga,21.0,765467.0,2026-06-30 00:00:00,CB,LB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,14.0,0.0,0.0,859.0,0.0,0.0,807.84,12.0,0.0,807.84,12.0,0.0,0.0,14.6,24.5,13.8,6.1,6.2,13.9,6.2,34.7
133110,T. Nianzou,Sevilla,La Liga,23.0,538996.0,2027-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,12.0,0.0,0.0,646.0,0.0,0.0,671.84,8.0,0.0,1150.0,13.1,0.0,0.0,14.6,29.5,10.5,6.1,10.2,11.1,9.6,25.7
861,D. Rugani,Fiorentina,Serie A,31.0,162959.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,15.0,0.0,0.0,764.0,0.0,0.0,774.24,9.0,1.377,1828.1435000000001,21.45,0.0,0.0,14.6,25.2,13.1,38.8,21.2,13.3,23.8,30.2
522609,T. Tati,Nantes,Ligue 1,17.0,1241207.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,20.0,0.0,0.0,1724.0,0.0,0.0,1689.52,20.0,0.0,1689.52,20.0,0.0,0.0,14.6,10.0,36.7,6.1,18.6,33.4,16.7,62.6
20303,J. Laurent,Burnley,Premier League,30.0,314241.0,2027-06-30 00:00:00,CM,CB,CM,transfermarkt_profile_and_lineups,95.0,,Central Midfield,36.0,2.0,0.0,2005.0,1.98,0.0,2107.62,21.0,1.98,2107.62,21.0,1.98,0.08455034588777864,29.7,16.5,55.6,15.4,25.4,43.9,21.9,75.3
440147,Abdoul Karim Coulibaly,Werder Bremen,Bundesliga,18.0,1084638.0,2029-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,27.0,1.0,0.0,2122.0,1.0,0.0,2122.0,24.0,1.0,2122.0,24.0,1.0,0.04241281809613572,47.3,42.9,51.0,28.2,26.0,50.4,26.3,77.4
363792,T. Yegbe,Metz,Ligue 1,24.0,991054.0,2030-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,24.0,0.0,1.0,1966.0,0.0,0.98,1926.68,22.0,0.6859999999999999,2628.0950000000003,36.85,0.6859999999999999,0.03204476093591047,31.2,29.3,45.2,20.7,36.4,43.1,34.1,71.0
22086,T. Kolodziejczak,Paris FC,Ligue 1,34.0,84085.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,11.0,0.0,0.0,660.0,0.0,0.0,646.8,7.0,0.0,646.8,7.0,0.0,0.0,14.6,30.2,10.0,6.1,4.8,10.7,5.0,24.6
47298,Elustondo,Real Sociedad,La Liga,31.0,229804.0,2028-06-30 00:00:00,CB,RB,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,20.0,0.0,1.0,876.0,0.0,1.04,888.9200000000001,9.0,1.5883,2573.9530000000004,25.5,0.728,0.07370742024029159,37.4,59.0,16.4,42.6,34.5,19.6,35.7,34.3
289460,J. Malatini,Werder Bremen,Bundesliga,24.0,830108.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,11.0,0.0,0.0,516.0,0.0,0.0,516.0,5.0,1.235,1033.31,10.65,0.0,0.0,14.6,36.9,5.5,35.6,8.1,6.9,12.2,19.6
25203,B. Gimber,1. FC Heidenheim,Bundesliga,28.0,227084.0,2028-06-30 00:00:00,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,22.0,0.0,0.0,1527.0,0.0,0.0,1518.0,19.0,0.51,3691.4799999999996,45.45,0.0,0.0,14.6,11.4,32.4,17.6,57.4,29.7,51.4,58.4
1926,J. Aidoo,Celta Vigo,La Liga,30.0,358250.0,,CB,,CB,transfermarkt_profile_and_lineups,95.0,,Centre-Back,12.0,0.0,0.0,875.0,0.0,0.0,903.96,10.0,0.21839999999999998,1443.803,15.600000000000001,0.0,0.0,14.6,21.0,16.9,12.6,15.0,16.6,14.6,32.3
