league_id,league,season,team_id,team,player_id,name,age,nationality,photo,position,appearances,minutes,rating,goals,assists,shots,shots_on_target,passes,key_passes,tackles,interceptions,dribble_attempts,successful_dribbles,goals_per90,assists_per90,shots_per90,shots_on_target_per90,key_passes_per90,tackles_per90,interceptions_per90,dribble_attempts_per90,successful_dribbles_per90
39,Premier League,2024,39,Wolves,135068,E. Agbadou,28,Côte d'Ivoire,https://media.api-sports.io/football/players/135068.png,Defender,16,1411,7.1125,1,0,6,2,991,4,30,13,12,10,0.064,0.0,0.383,0.128,0.255,1.914,0.829,0.765,0.638
39,Premier League,2024,39,Wolves,282770,Rodrigo Gomes,22,Portugal,https://media.api-sports.io/football/players/282770.png,Defender,34,823,6.734782,2,0,5,3,246,13,23,7,12,5,0.219,0.0,0.547,0.328,1.422,2.515,0.765,1.312,0.547
39,Premier League,2024,39,Wolves,20665,J. Bellegarde,27,France,https://media.api-sports.io/football/players/20665.png,Midfielder,37,1706,6.808823,2,7,16,5,550,29,39,10,45,14,0.106,0.369,0.844,0.264,1.53,2.057,0.528,2.374,0.739
39,Premier League,2024,39,Wolves,3080,M. Munetsi,29,Zimbabwe,https://media.api-sports.io/football/players/3080.png,Midfielder,14,1079,6.864285,2,1,16,7,201,9,24,6,10,3,0.167,0.083,1.335,0.584,0.751,2.002,0.5,0.834,0.25
39,Premier League,2024,39,Wolves,195103,João Gomes,24,Brazil,https://media.api-sports.io/football/players/195103.png,Midfielder,36,2987,6.861111,3,1,24,7,1571,23,117,25,58,30,0.09,0.03,0.723,0.211,0.693,3.525,0.753,1.748,0.904
39,Premier League,2024,39,Wolves,265784,André,24,Brazil,https://media.api-sports.io/football/players/265784.png,Midfielder,35,2495,6.93125,0,0,8,1,1335,18,92,37,28,16,0.0,0.0,0.289,0.036,0.649,3.319,1.335,1.01,0.577
39,Premier League,2024,39,Wolves,24888,Hwang Hee-Chan,29,Korea Republic,https://media.api-sports.io/football/players/24888.png,Attacker,21,650,6.585,2,0,4,3,189,3,6,2,14,2,0.277,0.0,0.554,0.415,0.415,0.831,0.277,1.938,0.277
39,Premier League,2024,39,Wolves,456206,M. Mane,18,England,https://media.api-sports.io/football/players/456206.png,Attacker,5,1,,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,39,Wolves,2032,J. Strand Larsen,25,Norway,https://media.api-sports.io/football/players/2032.png,Attacker,35,2601,6.888571,14,4,49,34,451,21,10,6,19,8,0.484,0.138,1.696,1.176,0.727,0.346,0.208,0.657,0.277
39,Premier League,2024,39,Wolves,144732,T. Doyle,24,England,https://media.api-sports.io/football/players/144732.png,Midfielder,33,521,6.657142,0,1,6,2,370,7,11,5,6,5,0.0,0.173,1.036,0.345,1.209,1.9,0.864,1.036,0.864
39,Premier League,2024,39,Wolves,303322,N. Djiga,23,Burkina Faso,https://media.api-sports.io/football/players/303322.png,Defender,13,65,6.25,0,0,0,0,46,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.769,0.0,0.0
39,Premier League,2024,39,Wolves,2056,Pablo Sarabia,33,Spain,https://media.api-sports.io/football/players/2056.png,Midfielder,23,805,6.730434,3,2,15,8,378,15,16,4,13,6,0.335,0.224,1.677,0.894,1.677,1.789,0.447,1.453,0.671
39,Premier League,2024,39,Wolves,19147,C. Dawson,35,England,https://media.api-sports.io/football/players/19147.png,Defender,15,967,6.633333,0,0,4,1,558,2,15,9,3,1,0.0,0.0,0.372,0.093,0.186,1.396,0.838,0.279,0.093
39,Premier League,2024,39,Wolves,283272,A. Pond,21,England,https://media.api-sports.io/football/players/283272.png,Defender,1,0,,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,39,Wolves,925,Gonçalo Guedes,29,Portugal,https://media.api-sports.io/football/players/925.png,Attacker,29,985,6.562962,2,4,19,8,310,14,16,5,24,9,0.183,0.365,1.736,0.731,1.279,1.462,0.457,2.193,0.822
39,Premier League,2024,39,Wolves,157912,B. Traoré,24,Mali,https://media.api-sports.io/football/players/157912.png,Midfielder,1,0,,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,39,Wolves,282126,Carlos Forbs,21,Portugal,https://media.api-sports.io/football/players/282126.png,Attacker,27,241,6.525,0,0,0,0,80,2,8,1,12,7,0.0,0.0,0.0,0.0,0.747,2.988,0.373,4.481,2.614
39,Premier League,2024,39,Wolves,1605,Daniel Podence,30,Portugal,https://media.api-sports.io/football/players/1605.png,Attacker,2,46,6.45,0,0,1,0,15,0,0,0,2,2,0.0,0.0,1.957,0.0,0.0,0.0,0.0,3.913,3.913
39,Premier League,2024,39,Wolves,195962,Chiquinho,25,Portugal,https://media.api-sports.io/football/players/195962.png,Attacker,1,6,6.7,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
39,Premier League,2024,39,Wolves,18947,M. Lemina,32,Gabon,https://media.api-sports.io/football/players/18947.png,Midfielder,17,1363,7.023529,1,3,14,5,589,10,51,27,14,10,0.066,0.198,0.924,0.33,0.66,3.368,1.783,0.924,0.66
39,Premier League,2024,39,Wolves,130,Nélson Semedo,32,Portugal,https://media.api-sports.io/football/players/130.png,Defender,34,2891,6.770588,0,4,12,7,1091,25,62,23,63,32,0.0,0.125,0.374,0.218,0.778,1.93,0.716,1.961,0.996
39,Premier League,2024,40,Liverpool,280,Alisson Becker,33,Brazil,https://media.api-sports.io/football/players/280.png,Goalkeeper,28,2509,7.110714,0,0,0,0,828,1,1,0,1,1,0.0,0.0,0.0,0.0,0.036,0.036,0.0,0.036,0.036
39,Premier League,2024,40,Liverpool,1600,K. Tsimikas,29,Greece,https://media.api-sports.io/football/players/1600.png,Defender,18,834,7.016666,0,1,3,2,525,17,31,11,10,5,0.0,0.108,0.324,0.216,1.835,3.345,1.187,1.079,0.54
39,Premier League,2024,40,Liverpool,289,A. Robertson,31,Scotland,https://media.api-sports.io/football/players/289.png,Defender,38,2492,6.836363,0,1,13,3,1541,40,39,20,17,7,0.0,0.036,0.47,0.108,1.445,1.409,0.722,0.614,0.253
39,Premier League,2024,40,Liverpool,180317,C. Bradley,22,Northern Ireland,https://media.api-sports.io/football/players/180317.png,Defender,19,748,6.783333,0,2,5,3,476,7,14,4,22,10,0.0,0.241,0.602,0.361,0.842,1.684,0.481,2.647,1.203
39,Premier League,2024,40,Liverpool,290,V. van Dijk,34,Netherlands,https://media.api-sports.io/football/players/290.png,Defender,38,3330,7.275675,3,1,24,8,2920,12,38,56,5,3,0.081,0.027,0.649,0.216,0.324,1.027,1.514,0.135,0.081
39,Premier League,2024,40,Liverpool,284,J. Gomez,28,England,https://media.api-sports.io/football/players/284.png,Defender,9,518,6.9,0,0,3,2,416,2,13,7,0,0,0.0,0.0,0.521,0.347,0.347,2.259,1.216,0.0,0.0
39,Premier League,2024,40,Liverpool,1145,I. Konaté,26,France,https://media.api-sports.io/football/players/1145.png,Defender,32,2565,7.132258,1,2,15,4,1895,10,41,17,5,3,0.035,0.07,0.526,0.14,0.351,1.439,0.596,0.175,0.105
39,Premier League,2024,40,Liverpool,542,R. Gravenberch,23,Netherlands,https://media.api-sports.io/football/players/542.png,Midfielder,37,3168,7.07027,0,4,13,5,1904,26,69,59,67,37,0.0,0.114,0.369,0.142,0.739,1.96,1.676,1.903,1.051
39,Premier League,2024,40,Liverpool,293,C. Jones,24,England,https://media.api-sports.io/football/players/293.png,Midfielder,34,1735,6.878125,3,3,19,13,1059,22,39,7,20,12,0.156,0.156,0.986,0.674,1.141,2.023,0.363,1.037,0.622
39,Premier League,2024,40,Liverpool,8500,W. Endo,32,Japan,https://media.api-sports.io/football/players/8500.png,Midfielder,20,257,6.65625,0,0,0,0,189,2,12,6,2,2,0.0,0.0,0.0,0.0,0.7,4.202,2.101,0.7,0.7
39,Premier League,2024,40,Liverpool,6716,A. Mac Allister,27,Argentina,https://media.api-sports.io/football/players/6716.png,Midfielder,35,2607,7.242857,5,5,25,14,1425,45,97,22,37,16,0.173,0.173,0.863,0.483,1.554,3.349,0.759,1.277,0.552
39,Premier League,2024,40,Liverpool,19035,H. Elliott,22,England,https://media.api-sports.io/football/players/19035.png,Midfielder,18,356,6.83125,1,2,13,4,269,10,5,1,8,4,0.253,0.506,3.287,1.011,2.528,1.264,0.253,2.022,1.011
39,Premier League,2024,40,Liverpool,1096,D. Szoboszlai,25,Hungary,https://media.api-sports.io/football/players/1096.png,Midfielder,36,2495,7.130555,6,6,42,23,1242,56,40,9,39,21,0.216,0.216,1.515,0.83,2.02,1.443,0.325,1.407,0.758
39,Premier League,2024,40,Liverpool,30410,F. Chiesa,28,Italy,https://media.api-sports.io/football/players/30410.png,Attacker,6,104,6.416666,0,0,3,2,28,2,1,0,2,0,0.0,0.0,2.596,1.731,1.731,0.865,0.0,1.731,0.0
39,Premier League,2024,40,Liverpool,314661,J. Danns,19,England,https://media.api-sports.io/football/players/314661.png,Attacker,1,10,6.3,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,40,Liverpool,306,Mohamed Salah,33,Egypt,https://media.api-sports.io/football/players/306.png,Attacker,38,3377,7.792105,29,18,104,61,1153,91,22,9,130,57,0.773,0.48,2.772,1.626,2.425,0.586,0.24,3.465,1.519
39,Premier League,2024,40,Liverpool,281,C. Kelleher,27,Republic of Ireland,https://media.api-sports.io/football/players/281.png,Goalkeeper,10,900,6.88,0,0,0,0,332,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
39,Premier League,2024,40,Liverpool,162687,V. Jaroš,24,Czechia,https://media.api-sports.io/football/players/162687.png,Goalkeeper,12,11,7.3,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,40,Liverpool,2678,Diogo Jota,29,Portugal,https://media.api-sports.io/football/players/2678.png,Attacker,26,1194,6.7,6,3,35,13,297,11,14,8,31,11,0.452,0.226,2.638,0.98,0.829,1.055,0.603,2.337,0.829
39,Premier League,2024,40,Liverpool,51617,D. Núñez,26,Uruguay,https://media.api-sports.io/football/players/51617.png,Attacker,30,1119,6.786666,5,2,28,13,224,12,21,4,22,8,0.402,0.161,2.252,1.046,0.965,1.689,0.322,1.769,0.643
39,Premier League,2024,40,Liverpool,283,T. Alexander-Arnold,27,England,https://media.api-sports.io/football/players/283.png,Defender,33,2377,7.257575,3,6,27,8,1616,56,72,31,33,16,0.114,0.227,1.022,0.303,2.12,2.726,1.174,1.249,0.606
39,Premier League,2024,40,Liverpool,158698,J. Quansah,22,England,https://media.api-sports.io/football/players/158698.png,Defender,13,487,6.6,0,0,0,0,378,2,12,7,3,1,0.0,0.0,0.0,0.0,0.37,2.218,1.294,0.554,0.185
39,Premier League,2024,40,Liverpool,2489,L. Díaz,28,Colombia,https://media.api-sports.io/football/players/2489.png,Attacker,36,2413,7.269444,13,5,49,30,827,56,39,7,104,53,0.485,0.186,1.828,1.119,2.089,1.455,0.261,3.879,1.977
39,Premier League,2024,40,Liverpool,247,C. Gakpo,26,Netherlands,https://media.api-sports.io/football/players/247.png,Attacker,35,1945,7.22,10,4,47,23,547,38,28,12,51,30,0.463,0.185,2.175,1.064,1.758,1.296,0.555,2.36,1.388
39,Premier League,2024,41,Southampton,304317,T. Dibling,19,England,https://media.api-sports.io/football/players/304317.png,Midfielder,33,1872,6.712121,2,0,20,9,585,20,34,8,89,45,0.096,0.0,0.962,0.433,0.962,1.635,0.385,4.279,2.163
39,Premier League,2024,41,Southampton,195993,C. Alcaraz,23,Argentina,https://media.api-sports.io/football/players/195993.png,Midfielder,1,9,7.04,0,3,20,11,260,14,11,5,16,9,0.0,30.0,200.0,110.0,140.0,110.0,50.0,160.0,90.0
39,Premier League,2024,41,Southampton,20355,A. Ramsdale,27,England,https://media.api-sports.io/football/players/20355.png,Goalkeeper,30,2700,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,41,Southampton,270508,L. Ugochukwu,21,France,https://media.api-sports.io/football/players/270508.png,Midfielder,26,1663,6.688,1,1,6,1,698,14,48,14,28,19,0.054,0.054,0.325,0.054,0.758,2.598,0.758,1.515,1.028
39,Premier League,2024,41,Southampton,171,K. Walker-Peters,28,England,https://media.api-sports.io/football/players/171.png,Defender,33,2922,6.80909,0,2,12,6,1496,25,44,18,77,38,0.0,0.062,0.37,0.185,0.77,1.355,0.554,2.372,1.17
39,Premier League,2024,41,Southampton,336585,Mateus Fernandes,21,Portugal,https://media.api-sports.io/football/players/336585.png,Midfielder,36,2922,6.944444,2,4,22,14,1233,34,89,28,96,48,0.062,0.123,0.678,0.431,1.047,2.741,0.862,2.957,1.478
39,Premier League,2024,41,Southampton,665,M. Cornet,29,Côte d'Ivoire,https://media.api-sports.io/football/players/665.png,Attacker,5,71,6.7,0,0,0,0,19,0,5,0,1,0,0.0,0.0,0.0,0.0,0.0,6.338,0.0,1.268,0.0
39,Premier League,2024,41,Southampton,144729,T. Harwood-Bellis,23,England,https://media.api-sports.io/football/players/144729.png,Defender,34,2828,6.873529,1,0,14,8,2123,14,28,30,3,3,0.032,0.0,0.446,0.255,0.446,0.891,0.955,0.095,0.095
39,Premier League,2024,41,Southampton,18873,R. Fraser,31,Scotland,https://media.api-sports.io/football/players/18873.png,Midfielder,8,307,6.125,0,0,1,1,86,2,6,1,3,2,0.0,0.0,0.293,0.293,0.586,1.759,0.293,0.879,0.586
39,Premier League,2024,41,Southampton,263177,A. Grønbæk,24,Denmark,https://media.api-sports.io/football/players/263177.png,Midfielder,4,143,6.3,0,0,0,0,16,1,4,0,4,0,0.0,0.0,0.0,0.0,0.629,2.517,0.0,2.517,0.0
39,Premier League,2024,41,Southampton,130421,W. Smallbone,25,Republic of Ireland,https://media.api-sports.io/football/players/130421.png,Midfielder,18,682,6.552941,1,0,3,1,313,10,20,2,6,4,0.132,0.0,0.396,0.132,1.32,2.639,0.264,0.792,0.528
39,Premier League,2024,41,Southampton,18918,C. Taylor,32,England,https://media.api-sports.io/football/players/18918.png,Defender,8,351,6.6875,0,0,0,0,192,1,7,5,2,2,0.0,0.0,0.0,0.0,0.256,1.795,1.282,0.513,0.513
39,Premier League,2024,41,Southampton,19485,B. Brereton,26,Chile,https://media.api-sports.io/football/players/19485.png,Attacker,10,446,6.51,0,0,5,1,159,3,3,0,3,1,0.0,0.0,1.009,0.202,0.605,0.605,0.0,0.605,0.202
39,Premier League,2024,41,Southampton,18935,A. McCarthy,36,England,https://media.api-sports.io/football/players/18935.png,Goalkeeper,5,450,7.12,0,0,0,0,126,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,41,Southampton,180919,Welington,24,Brazil,https://media.api-sports.io/football/players/180919.png,Defender,10,482,6.677777,0,0,1,0,142,3,21,6,8,5,0.0,0.0,0.187,0.0,0.56,3.921,1.12,1.494,0.934
39,Premier League,2024,41,Southampton,18940,J. Stephens,31,England,https://media.api-sports.io/football/players/18940.png,Defender,19,1393,6.716666,1,0,4,2,938,3,34,13,4,0,0.065,0.0,0.258,0.129,0.194,2.197,0.84,0.258,0.0
39,Premier League,2024,41,Southampton,19248,N. Wood-Gordon,23,England,https://media.api-sports.io/football/players/19248.png,Defender,11,774,6.690909,0,0,2,0,471,1,14,5,5,4,0.0,0.0,0.233,0.0,0.116,1.628,0.581,0.581,0.465
39,Premier League,2024,41,Southampton,159420,R. Edwards,22,England,https://media.api-sports.io/football/players/159420.png,Defender,1,12,6.2,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,41,Southampton,19719,J. Bree,28,England,https://media.api-sports.io/football/players/19719.png,Defender,17,1076,6.670588,0,1,1,1,531,9,20,9,6,4,0.0,0.084,0.084,0.084,0.753,1.673,0.753,0.502,0.335
39,Premier League,2024,41,Southampton,19587,R. Manning,29,Republic of Ireland,https://media.api-sports.io/football/players/19587.png,Defender,24,1470,6.9875,0,1,3,1,621,34,29,17,27,11,0.0,0.061,0.184,0.061,2.082,1.776,1.041,1.653,0.673
39,Premier League,2024,41,Southampton,395809,J. Sanda,19,France,https://media.api-sports.io/football/players/395809.png,Defender,2,12,6.55,0,0,0,0,15,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
39,Premier League,2024,41,Southampton,25061,A. Bella-Kotchap,24,Germany,https://media.api-sports.io/football/players/25061.png,Defender,12,329,6.45,0,0,1,0,223,0,7,5,1,0,0.0,0.0,0.274,0.0,0.0,1.915,1.368,0.274,0.0
39,Premier League,2024,41,Southampton,32887,Y. Sugawara,25,Japan,https://media.api-sports.io/football/players/32887.png,Defender,35,1564,6.703333,1,1,9,6,720,18,31,11,19,9,0.058,0.058,0.518,0.345,1.036,1.784,0.633,1.093,0.518
39,Premier League,2024,41,Southampton,19825,J. Aribo,29,Nigeria,https://media.api-sports.io/football/players/19825.png,Midfielder,32,2014,6.734375,3,0,11,7,1031,16,48,20,44,21,0.134,0.0,0.492,0.313,0.715,2.145,0.894,1.966,0.938
39,Premier League,2024,41,Southampton,19733,F. Downes,26,England,https://media.api-sports.io/football/players/19733.png,Midfielder,27,2156,6.722222,1,0,6,3,1105,15,49,32,16,8,0.042,0.0,0.25,0.125,0.626,2.045,1.336,0.668,0.334
39,Premier League,2024,41,Southampton,278085,S. Edozie,22,England,https://media.api-sports.io/football/players/278085.png,Midfielder,2,63,6.9,0,0,0,0,29,1,3,0,4,2,0.0,0.0,0.0,0.0,1.429,4.286,0.0,5.714,2.857
39,Premier League,2024,41,Southampton,137302,C. Archer,24,England,https://media.api-sports.io/football/players/137302.png,Attacker,35,1430,6.44,2,0,22,11,246,5,13,2,35,15,0.126,0.0,1.385,0.692,0.315,0.818,0.126,2.203,0.944
39,Premier League,2024,41,Southampton,380691,Jay Robinson,18,England,https://media.api-sports.io/football/players/380691.png,Attacker,4,135,6.75,0,0,1,1,33,3,4,0,11,6,0.0,0.0,0.667,0.667,2.0,2.667,0.0,7.333,4.0
39,Premier League,2024,41,Southampton,45078,R. Stewart,29,Scotland,https://media.api-sports.io/football/players/45078.png,Attacker,12,385,6.5,1,0,5,2,95,0,6,1,5,3,0.234,0.0,1.169,0.468,0.0,1.403,0.234,1.169,0.701
39,Premier League,2024,41,Southampton,19573,J. Lumley,30,England,https://media.api-sports.io/football/players/19573.png,Goalkeeper,3,270,6.8,0,0,0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,41,Southampton,295,A. Lallana,37,England,https://media.api-sports.io/football/players/295.png,Midfielder,14,357,6.630769,0,2,2,0,255,4,8,5,10,5,0.0,0.504,0.504,0.0,1.008,2.017,1.261,2.521,1.261
39,Premier League,2024,41,Southampton,334035,S. Amo-Ameyaw,19,England,https://media.api-sports.io/football/players/334035.png,Attacker,2,26,6.5,0,0,0,0,7,1,1,0,3,0,0.0,0.0,0.0,0.0,3.462,3.462,0.0,10.385,0.0
39,Premier League,2024,41,Southampton,2999,J. Bednarek,29,Poland,https://media.api-sports.io/football/players/2999.png,Defender,30,2535,6.956666,2,0,4,3,1677,5,36,56,3,3,0.071,0.0,0.142,0.107,0.178,1.278,1.988,0.107,0.107
39,Premier League,2024,41,Southampton,199837,K. Sulemana,23,Ghana,https://media.api-sports.io/football/players/199837.png,Attacker,26,1405,6.616,1,1,16,8,330,10,22,6,94,38,0.064,0.064,1.025,0.512,0.641,1.409,0.384,6.021,2.434
39,Premier League,2024,41,Southampton,19484,A. Armstrong,28,England,https://media.api-sports.io/football/players/19484.png,Attacker,20,1254,6.595,2,2,18,9,269,9,12,3,14,6,0.144,0.144,1.292,0.646,0.646,0.861,0.215,1.005,0.431
39,Premier League,2024,41,Southampton,15812,P. Onuachu,31,Nigeria,https://media.api-sports.io/football/players/15812.png,Forward,25,1067,6.67826,4,1,26,15,262,8,7,1,24,8,0.337,0.084,2.193,1.265,0.675,0.59,0.084,2.024,0.675
39,Premier League,2024,42,Arsenal,19465,David Raya,30,Spain,https://media.api-sports.io/football/players/19465.png,Goalkeeper,38,3420,7.052631,0,0,0,0,1232,1,0,2,1,1,0.0,0.0,0.0,0.0,0.026,0.0,0.053,0.026,0.026
39,Premier League,2024,42,Arsenal,2273,Kepa,31,Spain,https://media.api-sports.io/football/players/2273.png,Goalkeeper,32,2790,7.145161,0,0,1,0,901,1,1,0,1,1,0.0,0.0,0.032,0.0,0.032,0.032,0.0,0.032,0.032
39,Premier League,2024,42,Arsenal,38746,J. Timber,24,Netherlands,https://media.api-sports.io/football/players/38746.png,Defender,30,2423,6.953333,1,3,8,4,1182,17,58,22,48,24,0.037,0.111,0.297,0.149,0.631,2.154,0.817,1.783,0.891
39,Premier League,2024,42,Arsenal,19959,B. White,28,England,https://media.api-sports.io/football/players/19959.png,Defender,20,1213,6.970588,0,2,5,2,590,10,20,16,5,0,0.0,0.148,0.371,0.148,0.742,1.484,1.187,0.371,0.0
39,Premier League,2024,42,Arsenal,61431,J. Kiwior,25,Poland,https://media.api-sports.io/football/players/61431.png,Defender,37,1132,6.888235,1,0,1,1,729,5,22,6,5,3,0.08,0.0,0.08,0.08,0.398,1.749,0.477,0.398,0.239
39,Premier League,2024,42,Arsenal,313245,M. Lewis-Skelly,19,England,https://media.api-sports.io/football/players/313245.png,Defender,23,1370,6.77826,1,0,1,1,667,8,22,7,21,12,0.066,0.0,0.066,0.066,0.526,1.445,0.46,1.38,0.788
39,Premier League,2024,42,Arsenal,22224,Gabriel Magalhães,28,Brazil,https://media.api-sports.io/football/players/22224.png,Defender,28,2366,7.239285,3,1,15,5,1628,14,25,16,5,4,0.114,0.038,0.571,0.19,0.533,0.951,0.609,0.19,0.152
39,Premier League,2024,42,Arsenal,22090,W. Saliba,24,France,https://media.api-sports.io/football/players/22090.png,Defender,35,3042,6.997142,2,0,5,3,2548,7,61,21,18,12,0.059,0.0,0.148,0.089,0.207,1.805,0.621,0.533,0.355
39,Premier League,2024,42,Arsenal,641,O. Zinchenko,29,Ukraine,https://media.api-sports.io/football/players/641.png,Defender,31,542,6.742857,0,1,2,0,402,3,5,5,4,3,0.0,0.166,0.332,0.0,0.498,0.83,0.83,0.664,0.498
39,Premier League,2024,42,Arsenal,157052,R. Calafiori,23,Italy,https://media.api-sports.io/football/players/157052.png,Defender,22,984,6.938888,2,1,9,6,479,6,27,9,12,9,0.183,0.091,0.823,0.549,0.549,2.47,0.823,1.098,0.823
39,Premier League,2024,42,Arsenal,2937,D. Rice,26,England,https://media.api-sports.io/football/players/2937.png,Midfielder,35,2833,7.351428,4,7,33,15,1476,61,53,25,28,14,0.127,0.222,1.048,0.477,1.938,1.684,0.794,0.89,0.445
39,Premier League,2024,42,Arsenal,313236,E. Nwaneri,18,England,https://media.api-sports.io/football/players/313236.png,Midfielder,36,946,6.915384,4,2,12,9,364,16,11,2,56,37,0.381,0.19,1.142,0.856,1.522,1.047,0.19,5.328,3.52
39,Premier League,2024,42,Arsenal,37127,M. Ødegaard,27,Norway,https://media.api-sports.io/football/players/37127.png,Midfielder,30,2331,7.29,3,8,30,17,1390,64,19,6,57,25,0.116,0.309,1.158,0.656,2.471,0.734,0.232,2.201,0.965
39,Premier League,2024,42,Arsenal,47311,Mikel Merino,29,Spain,https://media.api-sports.io/football/players/47311.png,Midfielder,28,1581,7.039285,7,2,31,15,558,18,46,15,19,9,0.398,0.114,1.765,0.854,1.025,2.619,0.854,1.082,0.512
39,Premier League,2024,42,Arsenal,727,R. Nelson,26,England,https://media.api-sports.io/football/players/727.png,Attacker,2,2,,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
39,Premier League,2024,42,Arsenal,643,Gabriel Jesus,28,Brazil,https://media.api-sports.io/football/players/643.png,Attacker,17,603,6.8625,3,0,16,8,190,8,10,4,19,9,0.448,0.0,2.388,1.194,1.194,1.493,0.597,2.836,1.343
39,Premier League,2024,42,Arsenal,1460,B. Saka,24,England,https://media.api-sports.io/football/players/1460.png,Attacker,25,1735,7.528,6,10,41,23,598,61,30,3,78,41,0.311,0.519,2.127,1.193,3.164,1.556,0.156,4.046,2.127
39,Premier League,2024,42,Arsenal,978,K. Havertz,26,Germany,https://media.api-sports.io/football/players/978.png,Attacker,23,1875,7.056521,9,3,44,21,502,17,16,6,33,9,0.432,0.144,2.112,1.008,0.816,0.768,0.288,1.584,0.432
39,Premier League,2024,42,Arsenal,1946,L. Trossard,31,Belgium,https://media.api-sports.io/football/players/1946.png,Attacker,38,2551,7.078947,8,7,44,22,853,42,31,9,75,38,0.282,0.247,1.552,0.776,1.482,1.094,0.318,2.646,1.341
39,Premier League,2024,42,Arsenal,127769,Gabriel Martinelli,24,Brazil,https://media.api-sports.io/football/players/127769.png,Attacker,33,2298,6.893939,8,4,40,25,589,40,23,5,92,33,0.313,0.157,1.567,0.979,1.567,0.901,0.196,3.603,1.292
39,Premier League,2024,42,Arsenal,402329,A. Heaven,19,England,https://media.api-sports.io/football/players/402329.png,Defender,3,0,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,42,Arsenal,153407,N. Butler-Oyedeji,22,England,https://media.api-sports.io/football/players/153407.png,Attacker,1,6,6.7,0,0,1,1,0,0,0,0,0,0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,42,Arsenal,645,R. Sterling,31,England,https://media.api-sports.io/football/players/645.png,Attacker,17,496,6.64375,0,2,4,0,182,8,9,1,20,10,0.0,0.363,0.726,0.0,1.452,1.633,0.181,3.629,1.815
39,Premier League,2024,42,Arsenal,49,T. Partey,32,Ghana,https://media.api-sports.io/football/players/49.png,Midfielder,35,2798,7.154285,4,2,21,9,1840,19,89,35,33,24,0.129,0.064,0.675,0.289,0.611,2.863,1.126,1.061,0.772
39,Premier League,2024,42,Arsenal,1117,K. Tierney,28,Scotland,https://media.api-sports.io/football/players/1117.png,Defender,13,250,6.863636,1,0,2,1,145,8,7,3,3,2,0.36,0.0,0.72,0.36,2.88,2.52,1.08,1.08,0.72
39,Premier League,2024,42,Arsenal,2597,T. Tomiyasu,27,Japan,https://media.api-sports.io/football/players/2597.png,Defender,1,16,6.7,0,0,1,0,4,0,0,0,0,0,0.0,0.0,5.625,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,42,Arsenal,2289,Jorginho,34,Italy,https://media.api-sports.io/football/players/2289.png,Midfielder,15,705,6.675,0,0,2,0,473,3,12,7,3,1,0.0,0.0,0.255,0.0,0.383,1.532,0.894,0.383,0.128
39,Premier League,2024,45,Everton,18860,M. Travers,26,Republic of Ireland,https://media.api-sports.io/football/players/18860.png,Goalkeeper,23,450,7.64,0,0,0,0,113,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,45,Everton,82855,T. King,30,Wales,https://media.api-sports.io/football/players/82855.png,Goalkeeper,3,1,,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Premier League,2024,45,Everton,2932,J. Pickford,31,England,https://media.api-sports.io/football/players/2932.png,Goalkeeper,38,3420,7.260526,0,1,0,0,1425,2,1,1,0,0,0.0,0.026,0.0,0.0,0.053,0.026,0.026,0.0,0.0
