league_id,league,season,team_id,team,player_id,name,firstname,lastname,age,nationality,height,weight,photo,position,appearances,lineups,minutes,rating,goals,assists,shots,shots_on_target,passes,key_passes,pass_accuracy,tackles,blocks,interceptions,dribble_attempts,successful_dribbles,duels_total,duels_won,fouls_drawn,fouls_committed,yellow_cards,red_cards
140,La Liga,2025,530,Atletico Madrid,336685,Javier Boñar,Javier,Boñar Franco,20.0,Spain,180 cm,,https://media.api-sports.io/football/players/336685.png,Defender,4.0,3.0,299.0,6.73,1.0,0.0,2.0,1.0,135.0,2.0,84.0,5.0,1.0,,7.0,1.0,28.0,11.0,2.0,2.0,0.0,0.0
140,La Liga,2025,533,Villarreal,355994,A. Freeman,Alexander Michael,Freeman,21.0,USA,188,,https://media.api-sports.io/football/players/355994.png,Defender,9.0,3.0,356.0,6.86,0.0,0.0,1.0,,234.0,1.0,90.0,13.0,2.0,4.0,6.0,3.0,38.0,25.0,3.0,2.0,0.0,0.0
140,La Liga,2025,530,Atletico Madrid,386869,Dani MartÃ­nez,Daniel,Martinez Moreno,21.0,Spain,,,https://media.api-sports.io/football/players/386869.png,Defender,1.0,1.0,90.0,6.5,0.0,0.0,,,86.0,,89.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,0.0,0.0
140,La Liga,2025,547,Girona,414409,J. Arango,,,17.0,,,,https://media.api-sports.io/football/players/414409.png,Attacker,0.0,0.0,19.0,6.45,0.0,0.0,,,3.0,,100.0,,,,2.0,2.0,4.0,2.0,,1.0,1.0,0.0
140,La Liga,2025,530,Atletico Madrid,428799,A. Puric,Aleksa,Puric,22.0,Serbia,185 cm,,https://media.api-sports.io/football/players/428799.png,Defender,2.0,0.0,47.0,6.2,0.0,0.0,,,16.0,,87.0,,,2.0,,,5.0,2.0,1.0,1.0,0.0,0.0
140,La Liga,2025,540,Espanyol,461502,Llorenç Serred,Llorenç,Serred Martínez,20.0,Spain,186 cm,76 kg,https://media.api-sports.io/football/players/461502.png,Goalkeeper,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0
140,La Liga,2025,533,Villarreal,463280,A. Diatta,Alassane,Diatta,20.0,Senegal,190 cm,80 kg,https://media.api-sports.io/football/players/463280.png,Midfielder,1.0,0.0,25.0,7,0.0,0.0,,,21.0,,85.0,1.0,,,1.0,1.0,3.0,3.0,,,0.0,0.0
140,La Liga,2025,541,Real Madrid,490779,Valde,Víctor,Valdepeñas Talavera,19.0,Spain,188,75,https://media.api-sports.io/football/players/490779.png,Defender,0.0,0.0,78.0,6.6,0.0,0.0,,,34.0,1.0,94.0,5.0,,,1.0,1.0,12.0,7.0,1.0,3.0,0.0,0.0
140,La Liga,2025,536,Sevilla,546857,I. Munoz,,,21.0,,,,https://media.api-sports.io/football/players/546857.png,Defender,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0
140,La Liga,2025,536,Sevilla,546872,A. Costa,,,22.0,,,,https://media.api-sports.io/football/players/546872.png,Attacker,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0
140,La Liga,2025,533,Villarreal,548734,C. Macia,,,17.0,,,,https://media.api-sports.io/football/players/548734.png,Midfielder,5.0,0.0,79.0,6.6,0.0,0.0,1.0,,39.0,,82.0,5.0,,2.0,1.0,1.0,8.0,6.0,,1.0,1.0,0.0
140,La Liga,2025,536,Sevilla,548843,L. Luchino,,,19.0,,,,https://media.api-sports.io/football/players/548843.png,Goalkeeper,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0
